INSERT INTO product_incomes (id, product_id, period_type, total_units_sold, product_specific_income, record_date) VALUES
(35131, 188, 'daily', 34, 305.91, '2022-03-17'),
(35132, 188, 'daily', 41, 306.56, '2022-03-18'),
(35133, 188, 'daily', 23, 208.59, '2022-03-19'),
(35134, 188, 'daily', 18, 124.76, '2022-03-20'),
(35135, 188, 'daily', 15, 72.37, '2022-03-21'),
(35136, 188, 'daily', 12, 17.32, '2022-09-01'),
(35137, 188, 'daily', 17, 56.46, '2022-09-02'),
(35138, 188, 'daily', 35, 285.74, '2022-09-03'),
(35139, 188, 'daily', 32, 269.72, '2022-09-04'),
(35140, 188, 'daily', 48, 215.4, '2022-09-05'),
(35141, 188, 'daily', 18, 115.02, '2022-09-06'),
(35142, 188, 'daily', 43, 230.9, '2022-09-07'),
(35143, 188, 'daily', 29, 266.68, '2022-09-08'),
(35144, 188, 'daily', 32, 184.06, '2022-09-09'),
(35145, 188, 'daily', 29, 141.44, '2022-09-10'),
(35146, 188, 'daily', 42, 164.18, '2022-09-11'),
(35147, 188, 'daily', 28, 122.26, '2022-09-12'),
(35148, 188, 'daily', 28, 226.1, '2022-09-13'),
(35149, 188, 'daily', 36, 315.7, '2022-09-14'),
(35150, 188, 'daily', 14, 90.1, '2022-09-15'),
(35151, 188, 'daily', 11, 101.04, '2022-09-16'),
(35152, 188, 'daily', 41, 222.61, '2022-09-17'),
(35153, 188, 'daily', 38, 195.89, '2022-09-18'),
(35154, 188, 'daily', 36, 281.76, '2022-09-19'),
(35155, 188, 'daily', 49, 364.02, '2022-09-20'),
(35156, 188, 'daily', 35, 251.74, '2022-09-21'),
(35157, 189, 'yearly', 9129, 732214.93, '2024-12-31'),
(35158, 189, 'yearly', 9248, 283392.64, '2023-12-31'),
(35159, 189, 'yearly', 9579, 889084.23, '2022-12-31'),
(35160, 189, 'yearly', 7585, 557545.58, '2021-12-31'),
(35161, 189, 'yearly', 5219, 488648.96, '2020-12-31'),
(35162, 189, 'yearly', 6267, 483493.8, '2019-12-31'),
(35163, 189, 'yearly', 6056, 561275.08, '2018-12-31'),
(35164, 189, 'monthly', 430, 28093.23, '2024-01-01'),
(35165, 189, 'monthly', 611, 29042.46, '2024-02-01'),
(35166, 189, 'monthly', 611, 30321.05, '2024-03-01'),
(35167, 189, 'monthly', 503, 15387.15, '2024-04-01'),
(35168, 189, 'monthly', 578, 15494.32, '2024-05-01'),
(35169, 189, 'monthly', 717, 38620.87, '2024-06-01'),
(35170, 189, 'monthly', 683, 52815.69, '2024-07-01'),
(35171, 189, 'monthly', 721, 28058.9, '2024-08-01'),
(35172, 189, 'monthly', 656, 16761.37, '2024-09-01'),
(35173, 189, 'monthly', 781, 23318.51, '2024-10-01'),
(35174, 189, 'monthly', 401, 24914.41, '2024-11-01'),
(35175, 189, 'monthly', 735, 23407.52, '2024-12-01'),
(35176, 189, 'monthly', 754, 36795.46, '2023-01-01'),
(35177, 189, 'monthly', 672, 49295.31, '2023-02-01'),
(35178, 189, 'monthly', 493, 34623.6, '2023-03-01'),
(35179, 189, 'monthly', 480, 23076.56, '2023-04-01'),
(35180, 189, 'monthly', 488, 13226.27, '2023-05-01'),
(35181, 189, 'monthly', 633, 11025.94, '2023-06-01'),
(35182, 189, 'monthly', 704, 45701.17, '2023-07-01'),
(35183, 189, 'monthly', 756, 16149.0, '2023-08-01'),
(35184, 189, 'monthly', 557, 36894.14, '2023-09-01'),
(35185, 189, 'monthly', 447, 13764.41, '2023-10-01'),
(35186, 189, 'monthly', 580, 33742.48, '2023-11-01'),
(35187, 189, 'monthly', 710, 35457.65, '2023-12-01'),
(35188, 189, 'monthly', 699, 15642.56, '2022-01-01'),
(35189, 189, 'monthly', 709, 17897.43, '2022-02-01'),
(35190, 189, 'monthly', 735, 43529.35, '2022-03-01'),
(35191, 189, 'monthly', 454, 9863.13, '2022-04-01'),
(35192, 189, 'monthly', 568, 33944.79, '2022-05-01'),
(35193, 189, 'monthly', 411, 25153.68, '2022-06-01'),
(35194, 189, 'monthly', 487, 21284.97, '2022-07-01'),
(35195, 189, 'monthly', 406, 31549.85, '2022-08-01'),
(35196, 189, 'monthly', 632, 36553.45, '2022-09-01'),
(35197, 189, 'monthly', 719, 29666.2, '2022-10-01'),
(35198, 189, 'monthly', 780, 39571.52, '2022-11-01'),
(35199, 189, 'monthly', 462, 15655.44, '2022-12-01'),
(35200, 189, 'weekly', 272, 2390.06, '2024-03-01'),
(35201, 189, 'weekly', 155, 5691.9, '2024-03-08'),
(35202, 189, 'weekly', 297, 5289.53, '2024-03-15'),
(35203, 189, 'weekly', 256, 11084.47, '2024-09-01'),
(35204, 189, 'weekly', 123, 4100.65, '2024-09-08'),
(35205, 189, 'weekly', 192, 2579.64, '2024-09-15'),
(35206, 189, 'weekly', 185, 2873.14, '2023-03-01'),
(35207, 189, 'weekly', 214, 7583.36, '2023-03-08'),
(35208, 189, 'weekly', 154, 2282.07, '2023-03-15'),
(35209, 189, 'weekly', 156, 5876.17, '2023-09-01'),
(35210, 189, 'weekly', 174, 7814.5, '2023-09-08'),
(35211, 189, 'weekly', 197, 3988.15, '2023-09-15'),
(35212, 189, 'weekly', 225, 8237.43, '2022-03-01'),
(35213, 189, 'weekly', 294, 10250.23, '2022-03-08'),
(35214, 189, 'weekly', 117, 3381.12, '2022-03-15'),
(35215, 189, 'weekly', 105, 2467.44, '2022-09-01'),
(35216, 189, 'weekly', 186, 2305.03, '2022-09-08'),
(35217, 189, 'weekly', 123, 1912.89, '2022-09-15'),
(35218, 189, 'daily', 42, 343.71, '2024-03-01'),
(35219, 189, 'daily', 32, 249.36, '2024-03-02'),
(35220, 189, 'daily', 39, 95.68, '2024-03-03'),
(35221, 189, 'daily', 16, 104.79, '2024-03-04'),
(35222, 189, 'daily', 42, 74.49, '2024-03-05'),
(35223, 189, 'daily', 27, 68.77, '2024-03-06'),
(35224, 189, 'daily', 18, 82.23, '2024-03-07'),
(35225, 189, 'daily', 10, 65.8, '2024-03-08'),
(35226, 189, 'daily', 48, 182.33, '2024-03-09'),
(35227, 189, 'daily', 27, 61.68, '2024-03-10'),
(35228, 189, 'daily', 14, 31.46, '2024-03-11'),
(35229, 189, 'daily', 15, 73.47, '2024-03-12'),
(35230, 189, 'daily', 44, 230.82, '2024-03-13'),
(35231, 189, 'daily', 31, 256.69, '2024-03-14'),
(35232, 189, 'daily', 13, 58.56, '2024-03-15'),
(35233, 189, 'daily', 24, 236.4, '2024-03-16'),
(35234, 189, 'daily', 39, 78.4, '2024-03-17'),
(35235, 189, 'daily', 11, 99.04, '2024-03-18'),
(35236, 189, 'daily', 13, 21.42, '2024-03-19'),
(35237, 189, 'daily', 22, 28.44, '2024-03-20'),
(35238, 189, 'daily', 18, 135.52, '2024-03-21'),
(35239, 189, 'daily', 45, 360.32, '2024-09-01'),
(35240, 189, 'daily', 41, 368.43, '2024-09-02'),
(35241, 189, 'daily', 34, 206.99, '2024-09-03'),
(35242, 189, 'daily', 43, 289.8, '2024-09-04'),
(35243, 189, 'daily', 48, 462.12, '2024-09-05'),
(35244, 189, 'daily', 22, 56.95, '2024-09-06'),
(35245, 189, 'daily', 31, 154.94, '2024-09-07'),
(35246, 189, 'daily', 29, 45.95, '2024-09-08'),
(35247, 189, 'daily', 49, 118.04, '2024-09-09'),
(35248, 189, 'daily', 43, 151.33, '2024-09-10'),
(35249, 189, 'daily', 48, 457.5, '2024-09-11'),
(35250, 189, 'daily', 30, 72.57, '2024-09-12'),
(35251, 189, 'daily', 18, 150.44, '2024-09-13'),
(35252, 189, 'daily', 20, 118.39, '2024-09-14'),
(35253, 189, 'daily', 13, 95.55, '2024-09-15'),
(35254, 189, 'daily', 13, 96.75, '2024-09-16'),
(35255, 189, 'daily', 36, 66.66, '2024-09-17'),
(35256, 189, 'daily', 43, 324.45, '2024-09-18'),
(35257, 189, 'daily', 29, 111.59, '2024-09-19'),
(35258, 189, 'daily', 30, 299.84, '2024-09-20'),
(35259, 189, 'daily', 40, 346.43, '2024-09-21'),
(35260, 189, 'daily', 39, 140.12, '2023-03-01'),
(35261, 189, 'daily', 39, 83.65, '2023-03-02'),
(35262, 189, 'daily', 40, 188.01, '2023-03-03'),
(35263, 189, 'daily', 45, 399.85, '2023-03-04'),
(35264, 189, 'daily', 36, 307.49, '2023-03-05'),
(35265, 189, 'daily', 49, 445.03, '2023-03-06'),
(35266, 189, 'daily', 23, 76.17, '2023-03-07'),
(35267, 189, 'daily', 27, 142.47, '2023-03-08'),
(35268, 189, 'daily', 38, 287.76, '2023-03-09'),
(35269, 189, 'daily', 16, 81.73, '2023-03-10'),
(35270, 189, 'daily', 11, 95.81, '2023-03-11'),
(35271, 189, 'daily', 46, 435.05, '2023-03-12'),
(35272, 189, 'daily', 37, 217.86, '2023-03-13'),
(35273, 189, 'daily', 32, 223.65, '2023-03-14'),
(35274, 189, 'daily', 20, 102.37, '2023-03-15'),
(35275, 189, 'daily', 21, 146.69, '2023-03-16'),
(35276, 189, 'daily', 20, 171.92, '2023-03-17'),
(35277, 189, 'daily', 42, 369.71, '2023-03-18'),
(35278, 189, 'daily', 40, 90.59, '2023-03-19'),
(35279, 189, 'daily', 49, 376.36, '2023-03-20'),
(35280, 189, 'daily', 12, 65.3, '2023-03-21'),
(35281, 189, 'daily', 36, 138.6, '2023-09-01'),
(35282, 189, 'daily', 13, 46.91, '2023-09-02'),
(35283, 189, 'daily', 14, 104.09, '2023-09-03'),
(35284, 189, 'daily', 28, 240.8, '2023-09-04'),
(35285, 189, 'daily', 29, 36.33, '2023-09-05'),
(35286, 189, 'daily', 36, 253.96, '2023-09-06'),
(35287, 189, 'daily', 20, 153.28, '2023-09-07'),
(35288, 189, 'daily', 32, 69.79, '2023-09-08'),
(35289, 189, 'daily', 13, 41.06, '2023-09-09'),
(35290, 189, 'daily', 19, 162.7, '2023-09-10'),
(35291, 189, 'daily', 35, 213.95, '2023-09-11'),
(35292, 189, 'daily', 25, 106.12, '2023-09-12'),
(35293, 189, 'daily', 42, 94.32, '2023-09-13'),
(35294, 189, 'daily', 50, 51.68, '2023-09-14'),
(35295, 189, 'daily', 27, 163.54, '2023-09-15'),
(35296, 189, 'daily', 13, 65.68, '2023-09-16'),
(35297, 189, 'daily', 40, 47.43, '2023-09-17'),
(35298, 189, 'daily', 20, 46.85, '2023-09-18'),
(35299, 189, 'daily', 17, 97.28, '2023-09-19'),
(35300, 189, 'daily', 37, 130.33, '2023-09-20'),
(35301, 189, 'daily', 22, 181.53, '2023-09-21'),
(35302, 189, 'daily', 26, 151.34, '2022-03-01'),
(35303, 189, 'daily', 19, 120.97, '2022-03-02'),
(35304, 189, 'daily', 16, 89.35, '2022-03-03'),
(35305, 189, 'daily', 27, 222.47, '2022-03-04'),
(35306, 189, 'daily', 30, 299.05, '2022-03-05'),
(35307, 189, 'daily', 40, 294.11, '2022-03-06'),
(35308, 189, 'daily', 50, 431.8, '2022-03-07'),
(35309, 189, 'daily', 21, 31.46, '2022-03-08'),
(35310, 189, 'daily', 47, 449.03, '2022-03-09'),
(35311, 189, 'daily', 27, 203.81, '2022-03-10'),
(35312, 189, 'daily', 26, 41.79, '2022-03-11'),
(35313, 189, 'daily', 27, 130.58, '2022-03-12'),
(35314, 189, 'daily', 43, 309.61, '2022-03-13'),
(35315, 189, 'daily', 26, 146.84, '2022-03-14'),
(35316, 189, 'daily', 17, 54.47, '2022-03-15'),
(35317, 189, 'daily', 24, 88.59, '2022-03-16'),
(35318, 189, 'daily', 34, 115.48, '2022-03-17'),
(35319, 189, 'daily', 47, 225.94, '2022-03-18'),
(35320, 189, 'daily', 23, 34.09, '2022-03-19'),
(35321, 189, 'daily', 19, 118.34, '2022-03-20'),
(35322, 189, 'daily', 12, 40.51, '2022-03-21'),
(35323, 189, 'daily', 27, 64.81, '2022-09-01'),
(35324, 189, 'daily', 10, 74.3, '2022-09-02'),
(35325, 189, 'daily', 33, 95.01, '2022-09-03'),
(35326, 189, 'daily', 19, 161.59, '2022-09-04'),
(35327, 189, 'daily', 32, 123.21, '2022-09-05'),
(35328, 189, 'daily', 24, 66.99, '2022-09-06'),
(35329, 189, 'daily', 25, 40.64, '2022-09-07'),
(35330, 189, 'daily', 22, 125.71, '2022-09-08'),
(35331, 189, 'daily', 24, 206.31, '2022-09-09'),
(35332, 189, 'daily', 17, 122.7, '2022-09-10'),
(35333, 189, 'daily', 22, 162.14, '2022-09-11'),
(35334, 189, 'daily', 41, 206.2, '2022-09-12'),
(35335, 189, 'daily', 34, 265.93, '2022-09-13'),
(35336, 189, 'daily', 23, 180.59, '2022-09-14'),
(35337, 189, 'daily', 49, 446.96, '2022-09-15'),
(35338, 189, 'daily', 50, 181.58, '2022-09-16'),
(35339, 189, 'daily', 45, 262.16, '2022-09-17'),
(35340, 189, 'daily', 25, 48.63, '2022-09-18'),
(35341, 189, 'daily', 45, 300.49, '2022-09-19'),
(35342, 189, 'daily', 33, 83.98, '2022-09-20'),
(35343, 189, 'daily', 31, 174.02, '2022-09-21'),
(35344, 190, 'yearly', 6307, 292207.87, '2024-12-31'),
(35345, 190, 'yearly', 8696, 429348.56, '2023-12-31'),
(35346, 190, 'yearly', 5239, 188803.97, '2022-12-31'),
(35347, 190, 'yearly', 5871, 525634.41, '2021-12-31'),
(35348, 190, 'yearly', 7285, 296711.17, '2020-12-31'),
(35349, 190, 'yearly', 9122, 687521.68, '2019-12-31'),
(35350, 190, 'yearly', 9678, 915249.87, '2018-12-31'),
(35351, 190, 'monthly', 588, 26539.59, '2024-01-01'),
(35352, 190, 'monthly', 604, 18263.44, '2024-02-01'),
(35353, 190, 'monthly', 774, 49721.42, '2024-03-01'),
(35354, 190, 'monthly', 472, 24989.08, '2024-04-01'),
(35355, 190, 'monthly', 734, 34169.25, '2024-05-01'),
(35356, 190, 'monthly', 576, 28371.15, '2024-06-01'),
(35357, 190, 'monthly', 733, 21235.01, '2024-07-01'),
(35358, 190, 'monthly', 509, 20234.47, '2024-08-01'),
(35359, 190, 'monthly', 664, 48269.83, '2024-09-01'),
(35360, 190, 'monthly', 776, 21080.23, '2024-10-01'),
(35361, 190, 'monthly', 565, 43289.55, '2024-11-01'),
(35362, 190, 'monthly', 800, 14236.81, '2024-12-01'),
(35363, 190, 'monthly', 406, 9922.18, '2023-01-01'),
(35364, 190, 'monthly', 762, 16129.19, '2023-02-01'),
(35365, 190, 'monthly', 631, 33864.23, '2023-03-01'),
(35366, 190, 'monthly', 596, 17740.8, '2023-04-01'),
(35367, 190, 'monthly', 579, 33538.09, '2023-05-01'),
(35368, 190, 'monthly', 468, 21699.19, '2023-06-01'),
(35369, 190, 'monthly', 625, 39759.14, '2023-07-01'),
(35370, 190, 'monthly', 503, 12434.42, '2023-08-01'),
(35371, 190, 'monthly', 459, 11790.07, '2023-09-01'),
(35372, 190, 'monthly', 791, 39562.19, '2023-10-01'),
(35373, 190, 'monthly', 745, 59477.32, '2023-11-01'),
(35374, 190, 'monthly', 445, 25957.81, '2023-12-01'),
(35375, 190, 'monthly', 559, 19065.38, '2022-01-01'),
(35376, 190, 'monthly', 501, 33543.95, '2022-02-01'),
(35377, 190, 'monthly', 513, 25737.99, '2022-03-01'),
(35378, 190, 'monthly', 457, 18500.76, '2022-04-01'),
(35379, 190, 'monthly', 552, 44151.3, '2022-05-01'),
(35380, 190, 'monthly', 493, 21476.59, '2022-06-01'),
(35381, 190, 'monthly', 411, 24081.86, '2022-07-01'),
(35382, 190, 'monthly', 587, 13820.75, '2022-08-01'),
(35383, 190, 'monthly', 464, 22057.53, '2022-09-01'),
(35384, 190, 'monthly', 604, 40984.44, '2022-10-01'),
(35385, 190, 'monthly', 608, 15491.04, '2022-11-01'),
(35386, 190, 'monthly', 517, 29576.6, '2022-12-01'),
(35387, 190, 'weekly', 259, 9869.46, '2024-03-01'),
(35388, 190, 'weekly', 209, 5633.14, '2024-03-08'),
(35389, 190, 'weekly', 162, 2789.51, '2024-03-15'),
(35390, 190, 'weekly', 140, 738.13, '2024-09-01'),
(35391, 190, 'weekly', 121, 5646.05, '2024-09-08'),
(35392, 190, 'weekly', 187, 8746.52, '2024-09-15'),
(35393, 190, 'weekly', 280, 10124.39, '2023-03-01'),
(35394, 190, 'weekly', 279, 6564.96, '2023-03-08'),
(35395, 190, 'weekly', 180, 3050.64, '2023-03-15'),
(35396, 190, 'weekly', 130, 4684.89, '2023-09-01'),
(35397, 190, 'weekly', 119, 5233.08, '2023-09-08'),
(35398, 190, 'weekly', 187, 5639.63, '2023-09-15'),
(35399, 190, 'weekly', 166, 6693.88, '2022-03-01'),
(35400, 190, 'weekly', 226, 10799.02, '2022-03-08'),
(35401, 190, 'weekly', 154, 3688.05, '2022-03-15'),
(35402, 190, 'weekly', 133, 3061.07, '2022-09-01'),
(35403, 190, 'weekly', 280, 2624.33, '2022-09-08'),
(35404, 190, 'weekly', 156, 5554.98, '2022-09-15'),
(35405, 190, 'daily', 18, 83.46, '2024-03-01'),
(35406, 190, 'daily', 41, 364.13, '2024-03-02'),
(35407, 190, 'daily', 31, 237.93, '2024-03-03'),
(35408, 190, 'daily', 20, 138.96, '2024-03-04'),
(35409, 190, 'daily', 40, 125.9, '2024-03-05'),
(35410, 190, 'daily', 36, 245.45, '2024-03-06'),
(35411, 190, 'daily', 22, 177.26, '2024-03-07'),
(35412, 190, 'daily', 19, 78.51, '2024-03-08'),
(35413, 190, 'daily', 24, 163.95, '2024-03-09'),
(35414, 190, 'daily', 17, 36.14, '2024-03-10'),
(35415, 190, 'daily', 27, 59.47, '2024-03-11'),
(35416, 190, 'daily', 22, 116.53, '2024-03-12'),
(35417, 190, 'daily', 45, 391.39, '2024-03-13'),
(35418, 190, 'daily', 28, 72.03, '2024-03-14'),
(35419, 190, 'daily', 22, 112.04, '2024-03-15'),
(35420, 190, 'daily', 22, 96.34, '2024-03-16'),
(35421, 190, 'daily', 40, 206.03, '2024-03-17'),
(35422, 190, 'daily', 13, 13.56, '2024-03-18'),
(35423, 190, 'daily', 33, 202.71, '2024-03-19'),
(35424, 190, 'daily', 10, 87.86, '2024-03-20'),
(35425, 190, 'daily', 22, 105.7, '2024-03-21'),
(35426, 190, 'daily', 50, 83.52, '2024-09-01'),
(35427, 190, 'daily', 14, 38.22, '2024-09-02'),
(35428, 190, 'daily', 45, 430.11, '2024-09-03'),
(35429, 190, 'daily', 38, 194.57, '2024-09-04'),
(35430, 190, 'daily', 27, 234.7, '2024-09-05'),
(35431, 190, 'daily', 27, 87.64, '2024-09-06'),
(35432, 190, 'daily', 45, 414.67, '2024-09-07'),
(35433, 190, 'daily', 12, 43.95, '2024-09-08'),
(35434, 190, 'daily', 31, 252.43, '2024-09-09'),
(35435, 190, 'daily', 10, 95.8, '2024-09-10'),
(35436, 190, 'daily', 38, 309.39, '2024-09-11'),
(35437, 190, 'daily', 11, 97.61, '2024-09-12'),
(35438, 190, 'daily', 33, 297.18, '2024-09-13'),
(35439, 190, 'daily', 47, 325.19, '2024-09-14'),
(35440, 190, 'daily', 13, 78.13, '2024-09-15'),
(35441, 190, 'daily', 23, 224.95, '2024-09-16'),
(35442, 190, 'daily', 12, 93.55, '2024-09-17'),
(35443, 190, 'daily', 36, 349.68, '2024-09-18'),
(35444, 190, 'daily', 25, 142.96, '2024-09-19'),
(35445, 190, 'daily', 49, 449.05, '2024-09-20'),
(35446, 190, 'daily', 25, 235.72, '2024-09-21'),
(35447, 190, 'daily', 34, 292.58, '2023-03-01'),
(35448, 190, 'daily', 24, 25.31, '2023-03-02'),
(35449, 190, 'daily', 12, 82.57, '2023-03-03'),
(35450, 190, 'daily', 40, 139.62, '2023-03-04'),
(35451, 190, 'daily', 33, 285.82, '2023-03-05'),
(35452, 190, 'daily', 11, 47.31, '2023-03-06'),
(35453, 190, 'daily', 32, 242.27, '2023-03-07'),
(35454, 190, 'daily', 42, 74.42, '2023-03-08'),
(35455, 190, 'daily', 21, 132.87, '2023-03-09'),
(35456, 190, 'daily', 15, 101.87, '2023-03-10'),
(35457, 190, 'daily', 47, 114.35, '2023-03-11'),
(35458, 190, 'daily', 15, 61.3, '2023-03-12'),
(35459, 190, 'daily', 43, 409.96, '2023-03-13'),
(35460, 190, 'daily', 16, 98.56, '2023-03-14'),
(35461, 190, 'daily', 44, 411.38, '2023-03-15'),
(35462, 190, 'daily', 32, 287.87, '2023-03-16'),
(35463, 190, 'daily', 11, 75.25, '2023-03-17'),
(35464, 190, 'daily', 12, 61.22, '2023-03-18'),
(35465, 190, 'daily', 18, 162.87, '2023-03-19'),
(35466, 190, 'daily', 18, 120.61, '2023-03-20'),
(35467, 190, 'daily', 35, 278.54, '2023-03-21'),
(35468, 190, 'daily', 39, 94.32, '2023-09-01'),
(35469, 190, 'daily', 27, 58.26, '2023-09-02'),
(35470, 190, 'daily', 22, 141.08, '2023-09-03'),
(35471, 190, 'daily', 36, 176.38, '2023-09-04'),
(35472, 190, 'daily', 24, 145.63, '2023-09-05'),
(35473, 190, 'daily', 48, 415.1, '2023-09-06'),
(35474, 190, 'daily', 48, 288.51, '2023-09-07'),
(35475, 190, 'daily', 22, 149.57, '2023-09-08'),
(35476, 190, 'daily', 36, 286.37, '2023-09-09'),
(35477, 190, 'daily', 46, 445.8, '2023-09-10'),
(35478, 190, 'daily', 21, 21.77, '2023-09-11'),
(35479, 190, 'daily', 34, 338.3, '2023-09-12'),
(35480, 190, 'daily', 16, 120.01, '2023-09-13'),
(35481, 190, 'daily', 44, 386.7, '2023-09-14'),
(35482, 190, 'daily', 15, 131.5, '2023-09-15'),
(35483, 190, 'daily', 23, 134.38, '2023-09-16'),
(35484, 190, 'daily', 13, 64.43, '2023-09-17'),
(35485, 190, 'daily', 25, 195.04, '2023-09-18'),
(35486, 190, 'daily', 12, 74.33, '2023-09-19'),
(35487, 190, 'daily', 19, 70.27, '2023-09-20'),
(35488, 190, 'daily', 39, 370.3, '2023-09-21'),
(35489, 190, 'daily', 39, 296.79, '2022-03-01'),
(35490, 190, 'daily', 34, 263.05, '2022-03-02'),
(35491, 190, 'daily', 16, 84.92, '2022-03-03'),
(35492, 190, 'daily', 41, 167.8, '2022-03-04'),
(35493, 190, 'daily', 27, 132.37, '2022-03-05'),
(35494, 190, 'daily', 19, 33.46, '2022-03-06'),
(35495, 190, 'daily', 35, 301.97, '2022-03-07'),
(35496, 190, 'daily', 19, 43.27, '2022-03-08'),
(35497, 190, 'daily', 15, 118.15, '2022-03-09'),
(35498, 190, 'daily', 42, 242.8, '2022-03-10'),
(35499, 190, 'daily', 14, 42.05, '2022-03-11'),
(35500, 190, 'daily', 34, 143.92, '2022-03-12'),
(35501, 190, 'daily', 44, 110.51, '2022-03-13'),
(35502, 190, 'daily', 50, 202.28, '2022-03-14'),
(35503, 190, 'daily', 38, 82.57, '2022-03-15'),
(35504, 190, 'daily', 18, 164.05, '2022-03-16'),
(35505, 190, 'daily', 34, 275.61, '2022-03-17'),
(35506, 190, 'daily', 42, 344.31, '2022-03-18'),
(35507, 190, 'daily', 38, 214.27, '2022-03-19'),
(35508, 190, 'daily', 16, 18.06, '2022-03-20'),
(35509, 190, 'daily', 23, 185.61, '2022-03-21'),
(35510, 190, 'daily', 13, 18.84, '2022-09-01'),
(35511, 190, 'daily', 37, 305.13, '2022-09-02'),
(35512, 190, 'daily', 27, 218.73, '2022-09-03'),
(35513, 190, 'daily', 37, 158.38, '2022-09-04'),
(35514, 190, 'daily', 46, 294.75, '2022-09-05'),
(35515, 190, 'daily', 41, 70.84, '2022-09-06'),
(35516, 190, 'daily', 19, 35.32, '2022-09-07'),
(35517, 190, 'daily', 45, 254.11, '2022-09-08'),
(35518, 190, 'daily', 31, 245.75, '2022-09-09'),
(35519, 190, 'daily', 43, 415.14, '2022-09-10'),
(35520, 190, 'daily', 11, 105.25, '2022-09-11'),
(35521, 190, 'daily', 34, 47.88, '2022-09-12'),
(35522, 190, 'daily', 30, 184.14, '2022-09-13'),
(35523, 190, 'daily', 28, 221.62, '2022-09-14'),
(35524, 190, 'daily', 22, 64.32, '2022-09-15'),
(35525, 190, 'daily', 24, 88.56, '2022-09-16'),
(35526, 190, 'daily', 12, 36.55, '2022-09-17'),
(35527, 190, 'daily', 11, 54.35, '2022-09-18'),
(35528, 190, 'daily', 45, 160.0, '2022-09-19'),
(35529, 190, 'daily', 22, 108.73, '2022-09-20'),
(35530, 190, 'daily', 37, 274.42, '2022-09-21'),
(35531, 191, 'yearly', 7648, 704184.73, '2024-12-31'),
(35532, 191, 'yearly', 7125, 562992.99, '2023-12-31'),
(35533, 191, 'yearly', 6608, 470143.34, '2022-12-31'),
(35534, 191, 'yearly', 8940, 331448.57, '2021-12-31'),
(35535, 191, 'yearly', 5842, 149815.92, '2020-12-31'),
(35536, 191, 'yearly', 7318, 462995.85, '2019-12-31'),
(35537, 191, 'yearly', 5613, 274536.7, '2018-12-31'),
(35538, 191, 'monthly', 666, 27181.44, '2024-01-01'),
(35539, 191, 'monthly', 621, 25656.13, '2024-02-01'),
(35540, 191, 'monthly', 434, 15457.3, '2024-03-01'),
(35541, 191, 'monthly', 682, 22011.52, '2024-04-01'),
(35542, 191, 'monthly', 446, 6901.79, '2024-05-01'),
(35543, 191, 'monthly', 404, 10231.25, '2024-06-01'),
(35544, 191, 'monthly', 517, 38482.74, '2024-07-01'),
(35545, 191, 'monthly', 735, 49952.16, '2024-08-01'),
(35546, 191, 'monthly', 624, 37959.33, '2024-09-01'),
(35547, 191, 'monthly', 450, 33674.04, '2024-10-01'),
(35548, 191, 'monthly', 677, 31024.58, '2024-11-01'),
(35549, 191, 'monthly', 653, 22434.42, '2024-12-01'),
(35550, 191, 'monthly', 706, 28820.69, '2023-01-01'),
(35551, 191, 'monthly', 773, 13891.25, '2023-02-01'),
(35552, 191, 'monthly', 746, 52170.86, '2023-03-01'),
(35553, 191, 'monthly', 637, 35931.13, '2023-04-01'),
(35554, 191, 'monthly', 659, 32758.29, '2023-05-01'),
(35555, 191, 'monthly', 610, 30530.53, '2023-06-01'),
(35556, 191, 'monthly', 559, 35024.22, '2023-07-01'),
(35557, 191, 'monthly', 648, 28689.01, '2023-08-01'),
(35558, 191, 'monthly', 430, 33999.76, '2023-09-01'),
(35559, 191, 'monthly', 761, 46877.11, '2023-10-01'),
(35560, 191, 'monthly', 579, 32255.04, '2023-11-01'),
(35561, 191, 'monthly', 778, 46591.17, '2023-12-01'),
(35562, 191, 'monthly', 439, 29494.08, '2022-01-01'),
(35563, 191, 'monthly', 640, 23181.61, '2022-02-01'),
(35564, 191, 'monthly', 727, 23785.79, '2022-03-01'),
(35565, 191, 'monthly', 654, 13614.15, '2022-04-01'),
(35566, 191, 'monthly', 702, 49941.07, '2022-05-01'),
(35567, 191, 'monthly', 512, 22595.64, '2022-06-01'),
(35568, 191, 'monthly', 655, 26370.48, '2022-07-01'),
(35569, 191, 'monthly', 735, 44901.79, '2022-08-01'),
(35570, 191, 'monthly', 625, 32358.37, '2022-09-01'),
(35571, 191, 'monthly', 529, 41593.2, '2022-10-01'),
(35572, 191, 'monthly', 655, 28885.67, '2022-11-01'),
(35573, 191, 'monthly', 799, 62039.36, '2022-12-01'),
(35574, 191, 'weekly', 168, 8102.04, '2024-03-01'),
(35575, 191, 'weekly', 277, 9166.96, '2024-03-08'),
(35576, 191, 'weekly', 291, 6143.86, '2024-03-15'),
(35577, 191, 'weekly', 266, 3391.87, '2024-09-01'),
(35578, 191, 'weekly', 279, 4231.94, '2024-09-08'),
(35579, 191, 'weekly', 299, 8804.4, '2024-09-15'),
(35580, 191, 'weekly', 277, 7087.56, '2023-03-01'),
(35581, 191, 'weekly', 212, 4765.25, '2023-03-08'),
(35582, 191, 'weekly', 148, 4823.25, '2023-03-15'),
